07-12-2018 15:04:20 [<module>:243] INFO : Initializing TPC-C benchmark using MongodbDriver
  DELIVERY        7               0.696915149689  10.04 txn/s     
  NEW_ORDER       91              0.539392709732  168.71 txn/s    
  ORDER_STATUS    11              0.100801706314  109.13 txn/s    
  PAYMENT         86              60.2403454781   1.43 txn/s      
  STOCK_LEVEL     7               0.0910294055939 76.90 txn/s     
------------------------------------------------------------------
  TOTAL           202             61.6684844494   3.28 txn/s      
07-12-2018 16:06:10 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.712617397308  8.42 txn/s      
  NEW_ORDER       96              0.511484146118  187.69 txn/s    
  ORDER_STATUS    6               0.0374851226807 160.06 txn/s    
  PAYMENT         101             63.4061057568   1.59 txn/s      
  STOCK_LEVEL     8               0.131201267242  60.98 txn/s     
------------------------------------------------------------------
  TOTAL           217             64.7988936901   3.35 txn/s      
07-12-2018 16:06:16 [execute:084] INFO : ==================================================================
Execution Results after 74 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              1.1683781147    9.41 txn/s      
  NEW_ORDER       115             0.597960472107  192.32 txn/s    
  ORDER_STATUS    12              0.0784175395966 153.03 txn/s    
  PAYMENT         103             72.0008685589   1.43 txn/s      
  STOCK_LEVEL     6               0.0751791000366 79.81 txn/s     
------------------------------------------------------------------
  TOTAL           247             73.9208037853   3.34 txn/s      
07-12-2018 16:06:29 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        16              1.64660072327   9.72 txn/s      
  NEW_ORDER       124             0.6805164814    182.21 txn/s    
  ORDER_STATUS    14              0.101080417633  138.50 txn/s    
  PAYMENT         127             57.3841063976   2.21 txn/s      
  STOCK_LEVEL     10              0.171769857407  58.22 txn/s     
------------------------------------------------------------------
  TOTAL           291             59.9840738773   4.85 txn/s      
07-12-2018 16:06:30 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.787492513657  8.89 txn/s      
  NEW_ORDER       122             0.711513757706  171.47 txn/s    
  ORDER_STATUS    13              0.0848290920258 153.25 txn/s    
  PAYMENT         104             58.4615495205   1.78 txn/s      
  STOCK_LEVEL     4               0.0442252159119 90.45 txn/s     
------------------------------------------------------------------
  TOTAL           250             60.0896100998   4.16 txn/s      
07-12-2018 16:06:30 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               1.00783205032   5.95 txn/s      
  NEW_ORDER       72              0.475009441376  151.58 txn/s    
  ORDER_STATUS    6               0.0843071937561 71.17 txn/s     
  PAYMENT         73              58.7223854065   1.24 txn/s      
  STOCK_LEVEL     4               0.0553359985352 72.29 txn/s     
------------------------------------------------------------------
  TOTAL           161             60.3448700905   2.67 txn/s      
07-12-2018 16:06:30 [execute:084] INFO : ==================================================================
